name,uen,address,tel,fax,contractor_type,trade_type,workhead,workhead_title,grade,detail_url
ANN YU CONSTRUCTION PTE. LTD.,201808319W,39 WOODLANDS CLOSE #04-54 MEGA@WOODLANDS SINGAPORE 737856,69045522,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201808319W
ANSIN BUILDERS & CONTRACTS PTE. LTD.,200402051Z,30 KAKI BUKIT ROAD 3 #04-16 EMPIRE TECHNOCENTRE SINGAPORE 417819,67413821,62524115,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200402051Z
ANSO SINGAPORE PTE. LTD.,201009751G,7 YISHUN INDUSTRIAL STREET 1 #03-53 NORTH SPRING BIZHUB SINGAPORE 768162,62652686,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201009751G
ANTARA KOH PRIVATE LIMITED,197400474W,27 PIONEER ROAD SINGAPORE 628500,68622822,68611335,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=197400474W
ANTRIX SOLUTION PTE. LTD.,200806386R,1 YISHUN INDUSTRIAL STREET 1 #07-11 A'POSH BIZHUB SINGAPORE 768160,62004965,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200806386R
AO LI BUILDERS PTE. LTD.,202112627M,15 CHANGI NORTH STREET 1 #01-14 I-LOFT @ CHANGI SINGAPORE 498765,81334243,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202112627M
AODA BUILDER PTE LTD,201917677C,8 BURN ROAD #13-06 TRIVEX SINGAPORE 369977,86927275,65303313,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201917677C
AODA DEVELOPMENT PTE LTD,202221225W,8 BURN ROAD #13-06 TRIVEX SINGAPORE 369977,65303313,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202221225W
AP PROJECTS & INFRASTRUCTURE PTE. LTD.,200811392C,3 GAMBAS CRESCENT #06-03 NORDCOM ONE SINGAPORE 757088,63626705,63626925,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200811392C
APEZ CONSTRUCTION PTE. LTD.,201129813M,5 SOON LEE STREET #05-15 SINGAPORE 627607,60470035,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201129813M
APL CONSTRUCTION PTE. LTD.,201430652E,27 WOODLANDS INDUSTRIAL PARK E1 #03-08 HIANGKIE INDUSTRIAL BUILDING SINGAPORE 757718,98775969,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201430652E
APOLLO BUILDERS PTE. LTD.,202106230W,55 KIM CHUAN DRIVE #06-04 PRECISE TREE SINGAPORE 537098,65483000,65483003,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202106230W
ARA GLOBAL CONST PTE. LTD.,201541792H,1 SOON LEE STREET #04-55 PIONEER CENTRE SINGAPORE 627605,91244523,64020354,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201541792H
ARCHIPELAGO DEVELOPMENT & INVESTMENT PTE. LTD.,201941828N,3 KAKI BUKIT ROAD ROAD 1 #01-01 EUNOS TECHNOLINK SINGAPORE 415935,62911545,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201941828N
ARCHISTHETIC INTERIOR PTE LTD,201907345Z,400 BALESTIER ROAD #01-45 BALESTIER PLAZA SINGAPORE 329802,90691007,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201907345Z
ARCHITECH CONSTRUCTION PTE. LTD.,202299888M,"47 KALLANG PUDDING ROAD, CRESCENT AT KALLANG #08-10 SINGAPORE 349318",69704529,69087680,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202299888M
ARENA CONSTRUCTION PTE LTD,199501741C,71 UBI CRESCENT #03-07 EXCALIBUR CENTRE SINGAPORE 408571,62425523,62421530,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199501741C
ARINA INTERNATIONAL HOLDING PTE. LTD.,200711668H,2026 BUKIT BATOK STREET 23 #01-284 SINGAPORE 659531,65658481,65661215,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200711668H
ARITZ DESIGN AND CONSTRUCTION PTE LTD,201400186Z,10 ADMIRALTY STREET #02-60 NORTH LINK BUILDING SINGAPORE 757695,68420141,68420140,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201400186Z
ARMADA ALUMINIUM RENOVATION CONSTRUCTION PTE. LTD.,201220486M,280 WOODLANDS INDUSTRIAL PARK E5 #04-02 HARVEST @ WOODLANDS SINGAPORE 757322,62579288,63343426,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201220486M
AROYAL CONSTRUCTION PTE. LTD.,200911701W,39 KRANJI LINK SINGAPORE 728649,98486453,63634555,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200911701W
ARSEA PTE. LTD.,201706249E,162 RACE COURSE ROAD #02-00 SINGAPORE 218603,62914761,62914763,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201706249E
ARTISON ENGINEERING CONSTRUCTION PTE. LTD.,201435402N,7 LORONG 11 GEYLANG SINGAPORE 388699,67452128,67452263,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201435402N
ARTIX ENGINEERING PTE LTD,201928467N,10 ANSON ROAD 11 INTERNATIONAL PLAZA SINGAPORE 079903,65135982,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201928467N
ASA CONTRACTS PTE. LTD.,201105803W,31 MANDAI ESTATE #07-11 INNOVATION PLACE SINGAPORE 729933,63622328,63648636,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201105803W
ASIA DEVELOPMENT PTE. LTD.,200617665K,18 BOON LAY WAY #09-114 TRADEHUB 21 SINGAPORE 609966,65159111,65159222,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200617665K
ASIA INTEGRATED ENGINEERING PTE. LTD.,201410306E,48 TOH GUAN ROAD EAST #05-103 ENTERPRISE HUB SINGAPORE 608586,96675977,67524575,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201410306E
ASIA METAL ENGINEERING & TRADING PTE. LTD.,200913136R,11 TUAS SOUTH LINK 3 SINGAPORE 638813,62655926,62655976,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200913136R
ASIA TUNNELLING & CONSTRUCTION PTE LTD,200105981G,7030 ANG MO KIO AVENUE 5 #02-27 NORTHSTAR @ AMK SINGAPORE 569880,62616703,62616709,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200105981G
ASIABUILD ENGINEERING & CONSTRUCTION PTE. LTD.,201211781Z,9 DEFU SOUTH STREET 1 TEAMBUILD CONNECT SINGAPORE 533844,65867077,65625055,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201211781Z
ASIABUILD ENGINEERING PTE. LTD.,200516890D,7030 ANG MO KIO AVENUE 5 #08-101 NORTHSTAR@AMK SINGAPORE 569880,67434148,67434157,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200516890D
ASIALAND CONSTRUCTION PTE. LTD.,200819340G,7030 ANG MO KIO AVENUE 5 #07-15 NORTHSTAR @ AMK SINGAPORE 569880,67528005,67528015,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200819340G
ASIATECH ENGINEERING & CONSTRUCTION PTE LTD,201538029K,642 ANG MO KIO AVENUE 5 #02-3033 SINGAPORE 560642,64981013,64815462,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201538029K
AS-IS BUILDERS PTE. LTD.,201822119G,33 UBI AVENUE 3 #02-11 VERTEX SINGAPORE 408868,63341390,66341390,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201822119G
ASK M&E PTE. LTD.,200815981K,32 TOH GUAN ROAD EAST #01-08 ENTERPRISE HUB SINGAPORE 608578,62963946,62967520,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200815981K
ASP2 CONSTRUCTION PTE. LTD.,201936615D,60 KAKI BUKIT PLACE #02-19 EUNOS TECH PARK SINGAPORE 415979,98691732,65470381,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201936615D
ASTI PTE. LTD.,199801926K,5000 ANG MO KIO AVENUE 5 #04-06 TECHPLACE II SINGAPORE 569870,64821110,64842022,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199801926K
ATAT.1 PTE LTD,201115171C,24 KAKI BUKIT PLACE SINGAPORE 416202,66844811,66844812,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201115171C
ATC PAINTING & TRADING PTE LTD,200004826K,8 JALAN KILANG TIMOR #05-00 KEWALRAM HOUSE SINGAPORE 159305,67428873,62724922,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200004826K
ATELIER R PRIVATE LIMITED,201219743C,31 DEFU LANE #02-52 SINGAPORE 539212,69089798,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201219743C
ATELIER TANG (PTE.) LTD.,200818128D,8 BURN ROAD #01-08 TRIVEX SINGAPORE 369977,62220796,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200818128D
ATL DECORATION PTE. LTD.,200613264R,59 UBI AVENUE 1 #04-06 SINGAPORE 408938,67462331,67452230,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200613264R
ATLAS MAINTENANCE PTE. LTD.,200509215Z,16 WOODLANDS INDUSTRIAL PARK E1 #05-02 SINGAPORE 757737,63631967,63621616,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200509215Z
ATTIKA INTERIOR + MEP PTE LTD,201411584K,2 SIMS CLOSE #01-03/04 GEMINI @ SIMS SINGAPORE 387298,66049824,67817848,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201411584K
AUDIMARS BUILDTECH PTE. LTD.,201135400C,1 YISHUN INDUSTRIAL STREET 1 #04-23 A'POSH BIZHUB SINGAPORE 768160,62623435,62623442,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201135400C
AURAS SPACE PRIVATE LIMITED,201507489N,3016 BEDOK NORTH AVENUE 4 #03-29 EASTECH SINGAPORE 489947,62843822,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201507489N
AUTOBUILDS CONSTRUCTION PTE. LTD.,200702367M,10 ADMIRALTY STREET #06-52 NORTH LINK BUILDING SINGAPORE 757695,68531998,68531663,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200702367M
AUTOMATED ENGINEERING PTE LTD,201133924K,6 TAGORE DRIVE #02-14 TAGORE BUILDING SINGAPORE 787623,91775925,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201133924K
AVENUE ENGINEERING PTE. LTD.,200720196N,45 GUL DRIVE AVENUE ENGINEERING BUILDING SINGAPORE 629492,67583829,67581374,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200720196N
AVERGO PTE LTD,201409051Z,11 WOODLANDS CLOSE #10-26 WOODLANDS 11 SINGAPORE 737853,62623563,62623565,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201409051Z
AVERTECH ENGINEERING PTE LTD,202525854H,60 PAYA LEBAR ROAD #07-54 PAYA LEBAR SQUARE SINGAPORE 409051,96601490,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202525854H
AVIL DECOR PTE. LTD.,201329982M,56 LOYANG WAY #01-18 LOYANG ENTERPRISE BUILDING SINGAPORE 508775,69046032,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201329982M
AVOSTEEL ENGINEERING PTE. LTD.,202229016W,11 TUAS BAY CLOSE #01-45 WEST STAR SINGAPORE 636996,96643926,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202229016W
AWARD ENGINEERING PTE. LTD.,201630596M,3 ANG MO KIO INDUSTRIAL PARK 2A #06-01 AMK TECH 1 SINGAPORE 568050,67598628,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201630596M
AXZEN PTE LTD,202027999D,1014 GEYLANG EAST AVE 3 #05-244 GEYLANG EAST INDUSTRIAL ESTATE SINGAPORE 389729,98319903,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202027999D
AZTEC STEEL PTE. LTD.,202336247H,133 NEW BRIDGE ROAD #08-03 CHINATOWN POINT SINGAPORE 059413,94576448,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202336247H
AZURE PTE. LTD.,200307682N,23 KAKI BUKIT ROAD 4 #01-07 SYNERGY @ KB SINGAPORE 417801,63422696,63420353,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200307682N
B K CIVIL & CONSTRUCTION PTE. LTD.,200202016R,48 TOH GUAN ROAD EAST #06-153 ENTERPRISE HUB SINGAPORE 608586,64678878,64678858,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200202016R
B M BUILDERS PTE. LTD.,201300482R,627 ALJUNIED ROAD #07-02 PACIFIC BUILDING SINGAPORE 389837,67461917,67461917,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201300482R
B M ENGINEERING CONTRACTOR AND TRADING PTE. LTD.,201216439C,10 KAKI BUKIT ROAD 1 #03-16 KB INDUSTRIAL BUILDING SINGAPORE 416175,67838688,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201216439C
B P (SYSTEMS) ENGINEERING PTE LTD,200913843W,161 ANG MO KIO AVENUE 4 02-500 SINGAPORE 560161,65156613,65156602,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200913843W
B S CONSTRUCTION SERVICES PTE LTD,199203602H,362 UPPER PAYA LEBAR ROAD #06-06 DA JIN FACTORY BUILDING SINGAPORE 534963,62868858,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199203602H
B&E GROUP PTE. LTD.,200409445D,37 JALAN PEMIMPIN #04-08 MAPEX SINGAPORE 577177,98442820,67590209,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200409445D
B.T. SPORTS PTE LTD,199601622R,41 GUL DRIVE SINGAPORE 629489,68978283,68978281,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199601622R
B+W BUILDERS PRIVATE LIMITED,201530148H,7 DEFU LANE 10 #01-536 DEFU INDUSTRIAL ESTATE SINGAPORE 539188,62835329,63822321,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201530148H
B19 ECOTECH PTE LTD,199901943G,266 SERANGOON CENTRAL DRIVE #05-253 SINGAPORE 550266,68819919,68589919,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199901943G
B3 ENGINEERING PTE. LTD.,200303585G,50 GAMBAS CRESCENT #06-15 PROXIMA@GAMBAS SINGAPORE 757022,62575785,63684485,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200303585G
BA CONTRACTS PTE LTD,199500803K,48 HILLVIEW TERRACE #03-02 HILLVIEW BUILDING SINGAPORE 669269,68422239,68481229,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199500803K
BALANCED ENGINEERING & CONSTRUCTION PTE LTD,200005548K,18 BOON LAY WAY #10-162 TRADEHUB 21 SINGAPORE 609966,67786858,66909259,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200005548K
BAN CHON CORPORATION & TRADING PTE LTD,199505404E,81 UBI AVENUE 4 #11-01 UB ONE SINGAPORE 408830,62566852,62566952,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199505404E
BAN SENG ENGINEERING PTE. LTD.,200913401G,10 ADMIRALTY STREET #02-39 NORTH LINK BUILDING SINGAPORE 757695,62572490,67568918,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200913401G
BAN XIN CONSTRUCTION PTE. LTD.,201110120E,809 FRENCH ROAD #05-168 KITCHENER COMPLEX SINGAPORE 200809,96713317,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201110120E
BAO LONG ENGINEERING PTE. LTD.,201201120G,429 WOODLANDS STREET 41 #12-250 SINGAPORE 730429,93806328,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201201120G
BASIC PROJECTS PTE. LTD.,200204560Z,7 KAKI BUKIT ROAD 1 #04-13 EUNOS TECHNOLINK SINGAPORE 415937,96558300,62911993,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200204560Z
BAYWOODS CONSTRUCTION PTE LTD,201801441H,65 SIMS AVENUE #01-02 YI XIU FACTORY BUILDING SINGAPORE 387418,98761313,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201801441H
BBR CONSTRUCTION SYSTEMS PTE LTD,199702350H,50 CHANGI SOUTH STREET 1 BBR BUILDING SINGAPORE 486126,65462280,65462268,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199702350H
BCV CORPORATION PTE. LTD.,200602454W,10 UBI CRESCENT 03-96 UBI TECHPARK SINGAPORE 408564,62961783,62961734,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200602454W
BD CRANETECH PTE LTD,199100401R,106 INTERNATIONAL ROAD SINGAPORE 629175,62688911,62680822,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199100401R
BDC CONSTRUCTION PTE LTD,201911676M,9 TAGORE LANE #B1-01 9@TAGORE SINGAPORE 787472,98971995,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201911676M
