name,uen,address,tel,fax,contractor_type,trade_type,workhead,workhead_title,grade,detail_url
U.SAGE CONTRACTS PTE LTD,199601304H,2 BALESTIER ROAD #01-669 BALESTIER HILL SHOPPING CENTRE SINGAPORE 320002,62525885,62567650,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199601304H
UBT CONSTRUCTION PRIVATE LIMITED,198004151M,519 BALESTIER ROAD #03-02 LE SHANTIER SINGAPORE 329852,62541733,62531912,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198004151M
UES HOLDINGS PTE. LTD.,196600065Z,31 INTERNATIONAL BUSINESS PARK #02-02 SINGAPORE 609921,68188188,68188178,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=196600065Z
ULS CONTRACTS PTE LTD,202217393Z,3018 BEDOK NORTH STREET 5 #04-23 SINGAPORE 486132,67488719,67486641,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202217393Z
ULTRA STEEL PTE LTD,202161616D,71 WOODLANDS AVENUE 10 #06-01 WOODLANDS INDUSTRIAL XCHANGE SINGAPORE 737743,81635557,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202161616D
UNCOMMON CORE PTE LTD,201407734R,62 UBI ROAD 1 #08-02 OXLEY BIZHUB 2 SINGAPORE 408734,82262228,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201407734R
UNI GREAT CONSTRUCTION PTE LTD,199702118R,4028 ANG MO KIO INDUSTRIAL PARK 1 #01-205 SINGAPORE 569639,62856272,62858461,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199702118R
UNICOAT PTE LTD,200603424R,1 BUKIT BATOK CRESCENT #09-62 WCEGA PLAZA SINGAPORE 658064,65708311,65708322,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200603424R
UNICON GROUP PTE LTD,199602812H,18 BOON LAY WAY #03-103 TRADEHUB 21 SINGAPORE 609966,64671176,66650183,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199602812H
UNION BUILDERS PTE. LTD.,202242522C,11 WOODLANDS CLOSE #05-21 WOODLANDS 11 SINGAPORE 737853,86237329,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202242522C
UNION CONTRACTORS (SINGAPORE) PTE LTD,200009371H,65 UBI CRESCENT #03-04 HOLA CENTRE SINGAPORE 408559,62212008,62212003,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200009371H
UNIQUETECH PTE. LTD.,200204966D,1 BUKIT BATOK CRESCENT #09-46 WCEGA PLAZA SINGAPORE 658064,68779369,67636689,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200204966D
UNI-ROOF (S) PTE LTD,199704876E,1A LORONG SARINA SINGAPORE 416646,64410040,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199704876E
UNISON CONSTRUCTION PTE. LTD.,200911922D,180 PAYA LEBAR ROAD #03-05 YI GUANG FACTORY BUILDING SINGAPORE 409032,68463581,68423787,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200911922D
UNITECH E&C PTE. LTD.,200901283K,9 DEFU SOUTH STREET 1 TEAMBUILD CONNECT SINGAPORE 533844,65867077,63625055,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200901283K
UNITED ELITE CONSTRUCTION PTE. LTD.,202512380D,29 HARRISON ROAD LIAN BENG BUILDING SINGAPORE 369648,62831468,62898645,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202512380D
UNITED SPECIALISTS PTE LTD,199201023E,164 TAGORE LANE #02-01 SINGAPORE 787572,65527833,65527933,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199201023E
UNITED TEC CONSTRUCTION PTE. LTD.,201813501D,1 JALAN KILANG TIMOR #05-05 PACIFIC TECH CENTRE SINGAPORE 159303,63600500,63600510,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201813501D
UNITED VENTURE HOUSES PTE. LTD.,201100415M,4009 ANG MO KIO AVENUE 10 #02-34 TECHPLACE 1 SINGAPORE 569738,62825546,62825597,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201100415M
URBAN BUILDERS PTE. LTD.,201537225Z,81 UBI AVENUE 4 #08-21 UB.ONE SINGAPORE 408830,68449595,68449359,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201537225Z
URC CONSTRUCTION PRIVATE LIMITED (SINGAPORE BRANCH),T23FC0045K,01 MACTAGGART ROAD #04-01C INVEST HO BUILDING SINGAPORE 368089,97319162,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=T23FC0045K
UT ENGINEERING PTE. LTD.,200903658W,7030 ANG MO KIO AVENUE 5 #07-46 NORTHSTAR @ AMK SINGAPORE 569880,92381018,64830988,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200903658W
UTERMAY PTE. LTD.,201207084K,1 TAMPINES NORTH DRIVE 1 #08-35 T-SPACE SINGAPORE 528559,62461231,62464633,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201207084K
UTRACO PTE. LTD.,201326544R,5 PIONEER SECTOR LANE SINGAPORE 628323,63681818,63681886,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201326544R
UTRACON OVERSEAS PTE. LTD.,200105453W,5 JOO KOON WAY SINGAPORE 628944,64153078,68631928,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200105453W
UTRACON STRUCTURAL SYSTEMS PTE. LTD.,199800740E,5 JOO KOON WAY SINGAPORE 628944,64153078,68631928,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199800740E
UV RESOURCES PTE. LTD.,200614912H,246 MACPHERSON ROAD #04-04 BETIME BUILDING SINGAPORE 348578,67477628,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200614912H
UVW BUILDING SERVICES PTE. LTD.,200815958H,22 WOODLANDS LINK #03-49 SINGAPORE 738734,64837579,63627579,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200815958H
UZ SYNERGY PTE LTD,202436156Z,48 TOH GUAN ROAD EAST #04-151 ENTERPRISE HUB SINGAPORE 608586,93380299,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202436156Z
V3 CONSTRUCTION PTE. LTD.,198401377W,193A THOMSON ROAD GOLDHILL SHOPPING CENTRE SINGAPORE 307633,62561700,62561613,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198401377W
V3 CONTRACTS PRIVATE LIMITED,201910109G,33A TAI THONG CRESCENT #01-01 SINGAPORE 347860,98982121,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201910109G
VALENCIA DESIGN PTE. LTD.,200300403Z,35 TANNERY ROAD #06-05 RUBY INDUSTRIAL COMPLEX SINGAPORE 347740,63457897,63451209,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200300403Z
VANDA METALWORKS PTE. LTD.,202242417H,1 YISHUN INDUSTRIAL STREET 1 #08-02 A'POSH BIZHUB SINGAPORE 768160,88895094,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202242417H
VANGUARD INTERIORS PTE LTD,199101081R,1 KALLANG JUNCTION #01-01 SINGAPORE 339263,65384688,65336854,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199101081R
VANTAGE CONSTRUCTION PTE LTD,199003845N,31 MANDAI ESTATE #03-10 INNOVATION PLACE SINGAPORE 729933,68343380,68343381,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199003845N
VBUILD PTE LTD,202033259D,70 UBI CRESENT #01-06 SINGAPORE 408570,65110632,65110633,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202033259D
V-CREATOR (SINGAPORE) PTE LTD,201808189W,10 BUKIT BATOK CRESCENT #13-01 THE SPIRE SINGAPORE 658079,90921390,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201808189W
VECTOR FOILTEC PTE. LTD.,200723623N,5002 ANG MO KIO AVENUE 5 #02-04 TECHPLACE II SINGAPORE 569871,62550628,62214911,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200723623N
VELOX INTEGRATED PTE LTD,202409439E,12 TAMPINES NORTH DRIVE 4 #05-07 STELLAR SINGAPORE 529435,88407795,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202409439E
VERO ENGINEERING PTE. LTD.,201434176G,10 BUROH STREET #05-04 WEST CONNECT BUILDING SINGAPORE 627564,84417506,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201434176G
VIC INTERIOR PTE LTD,201324587G,8 JALAN AYER #02-04 STUDIO8 SINGAPORE 389144,68101358,68101357,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201324587G
VICO CONSTRUCTION PTE LTD,200819948C,11 IRVING PLACE #11-02 TAI SENG POINT SINGAPORE 369551,67021761,67021780,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200819948C
VICTOR ENGINEERING & TRADING PTE LTD,198801518R,9 KAKI BUKIT ROAD 2 #03-35 GORDON WAREHOUSE BUILDING SINGAPORE 417842,67442628,67467227,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198801518R
VIGCON CONSTRUCTION PTE LTD,199001297Z,33 SENANG CRESCENT SINGAPORE 416604,68412861,68412865,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199001297Z
VIRTUAL DESIGN & CONSTRUCTION PTE LTD,201929473Z,133 CECIL STREET 11-01A KECK SENG TOWER SINGAPORE 069535,91784949,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201929473Z
VISION E&C PTE LTD,201806430G,70 UBI CRESENT #01-06 SINGAPORE 408570,65110622,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201806430G
VISIONICS ENGINEERING PTE. LTD.,200203160E,9 WOODLANDS INDUSTRIAL PARK E2 NORDIX SINGAPORE 757451,68518215,68518214,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200203160E
VITA PMC SG PTE. LTD.,202415225M,2 TANJONG KATONG ROAD #05-01 PLQ3 PAYA LEBAR QUARTER SINGAPORE 437161,64210075,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202415225M
VIVABLUE PTE LTD,201220367D,31 KAKI BUKIT ROAD 3 #06-25 TECHLINK BLD SINGAPORE 417818,64811722,64811922,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201220367D
VIZCO PTE. LTD.,201931309H,106 RANGOON ROAD SINGAPORE 218388,80289420,62918869,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201931309H
VOLEX ENGINEERING PTE.LTD.,201330068M,5060 ANG MO KIO INDUSTRIAL PARK 2 #01-1241 SINGAPORE 569563,67573800,67542118,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201330068M
VORTEX ENGINEERING PTE. LTD.,201413458N,8 BOON LAY WAY #05-07 TRADEHUB 21 SINGAPORE 609964,62660826,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201413458N
VPM ENGINEERING PTE. LTD,201311043M,3 SOON LEE #04-28 PIONEER JUNCTION SINGAPORE 627606,63846797,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201311043M
VR BUILDERS PTE LTD,201332194N,22 KALLANG AVENUE #04-06 HONG AIK INDUSTRIAL BUILDING SINGAPORE 339413,84212329,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201332194N
VRM INTEGRATED SERVICES PTE. LTD.,201202045H,78 GEYLANG BAHRU #01-2914 GEYLANG BAHRU INDUSTRIAL ESTATE SINGAPORE 339686,66129104,66772904,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201202045H
VSL SINGAPORE PTE LTD,197501943C,25 SENOKO WAY SINGAPORE 758047,65591222,62577751,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=197501943C
V-TECH CONSTRUCTION PTE. LTD.,200200838G,25 BUKIT BATOK CRESCENT #10-13 THE ELITIST SINGAPORE 658066,65151123,65151143,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200200838G
WAH KHIAW DEVELOPMENTS PTE LTD,199001596M,51 TELOK AYER STREET CHINA SQUARE FOOD CENTRE SINGAPORE 048441,65330578,65386566,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199001596M
WAH LOON ENGINEERING PTE LTD,199004859G,10 TAGORE DRIVE WAH LOON BUILDING SINGAPORE 787625,67473773,67413773,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199004859G
WAI FONG CONSTRUCTION PTE LTD,199302912M,7 KIAN TECK DRIVE SINGAPORE 628824,65626383,65620738,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199302912M
WAI HEN CONSTRUCTION PTE LTD,201523912M,2 YISHUN INDUSTRIAL STREET 1 #03-15 NORTH POINT BIZHUB SINGAPORE 768159,69090608,69090610,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201523912M
WAIKO INTERNATIONAL SDN.BHD. (SINGAPORE BRANCH),T22FC0059E,16 ARUMUGAM ROAD #05-07 LTC BUILDING D SINGAPORE 409961,68412755,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=T22FC0059E
WAN HENG BUILDER PTE. LTD.,202316011Z,71 WOODLANDS AVENUE 10 #06-11 WOODLANDS INDUSTRIAL XCHANGE SINGAPORE 737743,91476778,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202316011Z
WAN RONG CONSTRUCTION PTE. LTD.,201736350H,22 WOODLANDS LINK #02-51 SINGAPORE 738734,62555530,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201736350H
WAN SERN METAL INDUSTRIES PTE LTD,199308335C,31 TUAS AVENUE 8 SINGAPORE 639245,68636336,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199308335C
WAN TONG BUILDERS PTE LTD,202202226H,12 TAMPINES NORTH DRIVE 4 #04-30 STELLAR@TAMPINES SINGAPORE 529435,60293110,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202202226H
WANDA CONSTRUCTION PTE. LTD.,201308538D,80 PLAYFAIR ROAD #03-13 KAPO BUILDING SINGAPORE 367998,84988302,68930768,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201308538D
WANG FENG DEVELOPMENT PRIVATE LIMITED,201222350G,78 JOO KOON CIRCLE SINGAPORE 629099,65098936,65098526,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201222350G
WANG FUNG CONSTRUCTION PTE LTD,199706556H,65 UBI CRESCENT #03-04 HOLA CENTRE SINGAPORE 408559,62212008,62212003,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199706556H
WAREMARTZ HOLDINGS PTE LTD,201400594H,17 UPPER CIRCULAR ROAD #02-00 JUTA BUILDING SINGAPORE 058415,91815292,63622605,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201400594H
WEBUILQ PTE. LTD.,202042092K,10 BUKIT BATOK CRES #10-07 THE SPIRE SINGAPORE 658079,80889167,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202042092K
WEC ENGINEERS & CONSTRUCTORS PTE LTD,197201333K,10 BUKIT BATOK CRESCENT #14-06 THE SPIRE SINGAPORE 658079,63165038,63164218,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=197201333K
WEE GUAN CONSTRUCTION PTE LTD,199100720N,37 KRANJI LINK SINGAPORE 728643,63623333,63621903,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199100720N
WEE HUR CONSTRUCTION PTE LTD,198802616E,39 KIM KEAT ROAD WEE HUR BUILDING SINGAPORE 328814,62581002,62510039,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198802616E
WEE MENG CONSTRUCTION ENGRG. PTE. LTD.,201006737W,23 SENOKO WAY #01 SINGAPORE 758045,67584117,63144796,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201006737W
WEE POH CONSTRUCTION CO. (PTE.) LTD.,197701523E,200 JALAN SULTAN #04-25 TEXTILE CENTRE SINGAPORE 199018,62967300,62960678,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=197701523E
WEE-BUILT PTE. LTD.,200715173Z,51 UBI AVENUE 1 #06-12 PAYA UBI INDUSTRIAL PARK SINGAPORE 408933,64844305,64844329,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200715173Z
WEEK LEE SERVICE PTE LTD,199902597M,10 ADMIRALTY STREET #02-73 NORTHLINK BUILDING SINGAPORE 757695,68586686,64874030,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199902597M
WEERONG WATERPROOFING AND SERVICE PTE LTD,199903903H,4014 ANG MO KIO INDUSTRIAL PARK 1 #01-460 ANG MO KIO INDUSTRIAL PARK 1 SINGAPORE 569630,64584058,64585058,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199903903H
WEEWAH INTEGRATED ENGINEERING PTE. LTD.,199000143C,10 BUKIT BATOK CRESCENT #01-03 THE SPIRE SINGAPORE 658079,66610692,63760010,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199000143C
WEHO CONSTRUCTION & ENGINEERING PTE. LTD.,201823361H,50 TUAS AVENUE 11 #03-22 TUAS LOT SINGAPORE 639107,60150188,60150133,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201823361H
WEI SEN DESIGN & BUILD PTE. LTD.,201532366N,105 SIMS AVENUE #02-08 CHANCERLODGE COMPLEX SINGAPORE 387429,67474233,67416482,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201532366N
WEI SHENG ENGINEERING PTE. LTD.,201027414H,50 CHIN SWEE ROAD #07-05 THONG CHAI BUILDING SINGAPORE 169874,63236648,63235958,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201027414H
WEI YE PTE. LTD.,202000663E,11 YISHUN INDUSTRIAL STREET 1 #02-113 NORTH SPRING BIZHUB SINGAPORE 768089,82337802,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202000663E
WEIDA ENGINEERING PTE. LTD.,201308840M,31 BUKIT BATOK CRESCENT #01-03 THE SPLENDOUR SINGAPORE 658070,93839602,93839602,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201308840M
WEIMA BUILDERS PTE. LTD.,201715047R,1 TAI SENG AVENUE #06-09 TAI SENG EXCHANGE SINGAPORE 536464,65483000,65483003,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201715047R
WELLBASE BUILDER PTE. LTD.,200608143H,24 SIN MING LANE #05-107 MIDVIEW CITY SINGAPORE 573970,96175975,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200608143H
WELLBUILT CONSTRUCTION PTE. LTD.,201432251H,14A TUAS SOUTH LINK 2 SINGAPORE 636839,66946065,66946075,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201432251H
WELLEX PTE. LTD.,200506813R,33 KIAN TECK WAY SINGAPORE 628746,90610596,67524031,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200506813R
WELLTECH CONSTRUCTION PTE LTD,198700427D,61 UBI AVENUE 1 #05-16 UB POINT SINGAPORE 408941,67139188,62992821,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198700427D
WENDYNG INTERNATIONAL (PTE.) LTD.,200708048M,5000 ANG MO KIO AVENUE 5 #05-01C TECHPLACE II SINGAPORE 569870,67533789,67533783,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200708048M
WENG SOON PTE. LTD.,199902708W,22 WOODLANDS LINK #01-28 SINGAPORE 738734,67568345,67568317,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199902708W
WENHE BUILDING PRIVATE LIMITED,202349875Z,50 GAMBAS CRESCENT #04-06 PROXIMA@GAMBAS SINGAPORE 757022,67533789,67533783,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202349875Z
WERKZ & DESIGN PTE LTD,200910924H,30 DUXTON ROAD #02-01 SINGAPORE 089494,63346229,63343813,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200910924H
WESMECH ENGINEERING PTE LTD,200102890E,51 BUKIT BATOK CRESCENT #03-25 UNITY CENTRE SINGAPORE 658077,66860100,66860800,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200102890E
WF CONSTRUCTION & ENGINEERING PTE. LTD.,200912873Z,8 UBI ROAD 2 #07-15 ZERVEX SINGAPORE 408538,91517419,66345062,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200912873Z
WHYE WAH DEVELOPMENT & CONSTRUCTION PTE. LTD.,197901827Z,31 SUNGEI KADUT STREET 1 SUNGEI KADUT INDUSTRIAL ESTATE SINGAPORE 729337,62697791,63685940,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=197901827Z
